Stimulus,CID,IsomericSMILES,Descriptors,sweet,floral,minty,pungent
2349-13-5,61304,CCCCCCCOC(=O)C(C)C,sweet;estery;warm;floral;fruity;pineapple;apricot;apple;green;cherry;peach,1,1,0,0
83-66-9,6753,CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-],sweet;musty;seedy;ambrette;musk,1,0,0,0
65113-95-3,6436969,CC1=CCC(C1(C)C)C/C=C(\C)/C(=O)C,floral;powdery;sandalwood;woody;orris,0,1,0,0
4940-11-8,21059,CCC1=C(C(=O)C=CO1)O,sweet;caramel;jam;strawberry;cotton;candy,1,0,0,0
69121-78-4,5355855,CC(C)CC(=O)OC/C=C/C1=CC=CC=C1,sweet;spicy;blueberry;melon;apple green apple;cherry,1,0,0,0
28231-03-0,119831,CC1CCC2C13CC(C2(C)C)C(=C)C(C3)O,sweet;woody;cedarwood,1,0,0,0
11050-62-7,6435841,CC/C=C/CC1=C(C(=O)CC1)C,spicy;fatty;floral;fruity;creamy;waxy;lactonic,0,1,0,0
41892-32-4,536502,CCCS(=O)OC,sweet;onion;fruity;onion cooked onion,1,0,0,0
1504-55-8,6393846,C/C(=C\C1=CC=CC=C1)/CO,sweet;oriental;floral;balsamic;storax,1,1,0,0
2408-37-9,17000,CC1CCCC(C1=O)(C)C,thujonic;honey;cistus;labdanum;pungent,0,0,0,1
30207-98-8,15448,CCCCCCCCCC(C)O,rose;floral;fresh;soapy;cloth laundered cloth;citrus;waxy,0,1,0,0
831213-72-0,11264633,CC1CCC(C2(C1)OC(C(=O)O2)C)C(C)C,minty,0,0,1,0
27538-10-9,33931,CCC1C(=O)C(=C(O1)C)O,caramellic;butterscotch;sweet;candy,1,0,0,0
141-12-8,1549025,CC(=CCC/C(=C\COC(=O)C)/C)C,sweet;floral;rose;grapefruit;fruity;pear;dewy;tropical;soapy;citrus,1,1,0,0
546-49-6,68346,CC(=CC(=O)C(C)(C)C=C)C,herbal;minty;honey;berry,0,0,1,0
34687-46-2,5367850,CCC/C=C/CC1CCCC1=O,milky;floral;coconut;oily;jasmin;dairy,0,1,0,0
67801-47-2,6437138,CC(=CCC/C(=C/C=NC1=CC=CC=C1C(=O)OC)/C)C,sweet;fruity;fresh;lemon;orangeflower;citrus,1,0,0,0
21722-83-8,30771,CC(=O)OCCC1CCCCC1,floral;plastic;rose;raspberry;green;minty,0,1,1,0
105-85-1,7778,CC(CCC=C(C)C)CCOC=O,sweet;mandarin;plum;floral;rose;cucumber;fruity;apricot;green;bergamot;citrus;peach;waxy,1,1,0,0
141-25-3,8842,CC(CCC=C(C)C)CCO,sweet;mandarin;lime;rose red rose;spicy;fatty;floral;rose;citronella;geranium;powdery;fresh;lemon;citrus;waxy,1,1,0,0
94-02-0,7170,CCOC(=O)CC(=O)C1=CC=CC=C1,sweet;naphthyl;spicy;cherry maraschino cherry;fruity;phenolic;almond;hawthorn;cherry;woody;cumin,1,0,0,0
4884-24-6,21003,C1CCC(C1)C2CCCC2=O,aldehydic;fruity;green;woody;minty,0,0,1,0
2111-75-3,16441,CC(=C)C1CCC(=CC1)C=O,sweet;lime;spicy;cinnamon;pungent;herbal;clove;grassy;fresh;orange;green;minty;cumin;citrus,1,0,1,1
94-86-0,60982,CCOC1=C(C=C(C=C1)C=CC)O,sweet;vanilla;spicy;powdery;tobacco;phenolic;woody,1,0,0,0
10411-92-4,36081,CC(=O)OC1CCC(CC1)C(C)(C)C,floral;fruity;fresh;pine,0,1,0,0
3658-77-3,19309,CC1C(=O)C(=C(O1)C)O,sweet;cotton candy;caramellic;strawberry;savory;burnt;brown;sugar brown sugar,1,0,0,0
68132-80-9,109507,CCC(C)(C)CCCC(=O)OCC=C,rose;fruity;sweet;musk,1,0,0,0
94-59-7,5144,C=CCC1=CC2=C(C=C1)OCO2,sweet;anise;spicy;warm;floral;sassafrass;woody,1,1,0,0
29606-79-9,34645,CC1CCC(C(=O)C1)C(=C)C,peppermint;minty;fresh;herbal,0,0,1,0
16409-43-1,27866,CC1CCOC(C1)C=C(C)C,vegetable;spicy;rose red rose;floral;herbal;camphoreous;fresh;green;geranium,0,1,0,0
6270-56-0,80455,CCOCC1=CC=CO1,sweet;spicy,1,0,0,0
10024-64-3,61435,CCCCCCCC(=O)OC(C)(CCC=C(C)C)C=C,dry;sweet;natural;herbal;fruity;green,1,0,0,0
13877-91-3,18756,CC(=CCC=C(C)C=C)C,vegetable;floral;terpenic;green;woody;tropical;citrus,0,1,0,0
122-44-1,67148,C1=CC=C(C=C1)CCCOC(=O)CC2=CC=CC=C2,spicy;floral;rose;balsamic;green;hyacinth,0,1,0,0
540-07-8,10886,CCCCCC(=O)OCCCCC,sweet;estery;fatty;cognac;fruity;pineapple;apple;pear;green;waxy,1,0,0,0
59204-74-9,42978,CC(=CCC(=O)C1=COC=C1)C,minty,0,0,1,0
24680-50-0,641294,COC1=CC=C(C=C1)/C=C/C=O,sweet;vanilla;spicy;cinnamon;floral;cherry,1,1,0,0
78-37-5,5355858,CC(=CCCC(C)(C=C)OC(=O)/C=C/C1=CC=CC=C1)C,sweet;amber;neroli;balsamic;labdanum;lily,1,0,0,0
92-68-2,41690,C1CCC(CC1)C2CCC(=O)CC2,cyclamen;floral;ozone;fresh;woody;orris,0,1,0,0
246511-74-0,10920542,CC(C)CC(=O)C(C)O,sweet;chocolate,1,0,0,0
36701-01-6,61955,CCCCC(=O)OCC1=CC=CO1,sweet;fruit overripe fruit;caramellic;fruity;pineapple;apple;tropical;cheesy,1,0,0,0
108-11-2,7910,CC(C)CC(C)O,alcoholic;pungent,0,0,0,1
40379-24-6,162413,CC(C)CCCCCCOC(=O)C,sweet;floral;herbal;fruity;violet;woody;cumin,1,1,0,0
69486-14-2,6437737,C/C=C/1\CC2CC1C3C2OC(=O)CC3,sweet;spicy;tobacco;balsamic;green;woody;tonka,1,0,0,0
1196-31-2,70962,C[C@@H]1CC[C@@H](C(=O)C1)C(C)C,minty,0,0,1,0
127793-88-8,20224800,CCC(C)CCCCCCC=O,sweet;aldehydic;rose,1,0,0,0
92585-24-5,3021997,CC(CC(C)C1=CC=CC=C1)CO,rhubarb;floral;vetiver;citrus;green;grapefruit,0,1,0,0
53046-97-2,6434541,CC/C=C\C/C=C\CCO,sweet;vegetable;melon;cucumber;oily;honeydew;green;waxy,1,0,0,0
1727-68-0,61270,CC1=CCC(C1(C)C)CCOC(=O)C,sweet;woody;floral;violet,1,1,0,0
51411-24-6,439223,CC(CCC=C(C)CCC=C(C)C)CCO,linden flower;magnolia;floral;grape;fruity;muguet;green;lily,0,1,0,0
30772-69-1,161675,CC(=O)OCC1CCC2C1C3CCC2C3,floral;fruity;amber;sandalwood;woody,0,1,0,0
7786-58-5,228769,CCCCCCCCOC(=O)CC(C)C,warm;floral;honey;rose;pineapple;apple,0,1,0,0
3025-30-7,5281162,CCCCC/C=C\C=C\C(=O)OCC,sweet;vegetable;fruity;pear;apple;green;tropical;waxy,1,0,0,0
6192-44-5,22568,CC(=O)OCCOC1=CC=CC=C1,sweet;floral,1,1,0,0
5989-33-3,6428573,C[C@]1(CC[C@@H](O1)C(C)(C)O)C=C,floral;woody;earthy;sweet,1,1,0,0
6658-48-6,110914,CC(C)CC1=CC=C(C=C1)CC(C)C=O,greasy;marine;floral;oily;muguet;balsamic;green;lily;tropical,0,1,0,0
NF0556,54023491,CC1C2CC(C1=CCC#N)C=C2,floral;spicy,0,1,0,0
17373-89-6,4574094,CCCCCC=C1CCCC1=O,spicy;warm;floral;fruity;jasmin,0,1,0,0
10032-13-0,61455,CCCCCCOC(=O)CC(C)C,sweet;juicy;strawberry;fruity;apple;skin;fresh;green;apple skin,1,0,0,0
13254-34-7,83268,CC(C)CCCC(C)(C)O,floral;herbal;fresh;bois de rose;woody;citrus,0,1,0,0
628-00-2,522071,CCCCCC(C)S,vegetable;sulfurous;sweaty;skunk;onion;pungent,0,0,0,1
7540-51-4,7793,C[C@@H](CCC=C(C)C)CCO,floral;rose;powdery;geranium;waxy,0,1,0,0
13074-65-2S,1810691,CCCCCC[C@H]1CCCC1=O,floral;jasmin;fruity,0,1,0,0
1424-83-5,6429101,CC(=CCCC(C)(C1CCC(O1)(C)C=C)O)C,floral;mild,0,1,0,0
15543-65-4,177610,CCOC(=O)[C@@H]1[C@H](C1(C)C)C=C(C)C,sweet;chrysanthemum;floral;herbal;winey;fruity;immortelle,1,1,0,0
112-30-1,8174,CCCCCCCCCCO,sweet;clean;fatty;floral;orange;watery;waxy,1,1,0,0
41496-43-9,95594,CC1=CC=C(C=C1)CC(C)C=O,dry;cyclamen;sweet;aldehydic;costus;floral;melon;fruity;amber;powdery;fresh;orange;green;woody;citrus,1,1,0,0
6126-50-7,61370,CC=CCCCO,vegetable;oily;pungent;green,0,0,0,1
706-14-9,12813,CCCCCCC1CCC(=O)O1,sweet;buttery;fatty;fruity;oily;coconut;creamy;fresh;peach;waxy,1,0,0,0
51154-96-2,642793,CCCCC[C@@H]1CC=CC(=O)O1,sweet;coconut;creamy;milky;waxy;lactonic,1,0,0,0
98-55-5,17100,CC1=CCC(CC1)C(C)(C)O,terpene;lilac;floral;woody;pine;citrus,0,1,0,0
104468-21-5,53428828,CC(=C)CCOC(=O)C(C)(C)C,rose red rose;floral;herbal;fruity;chamomile;fresh,0,1,0,0
51115-63-0,162626,CCC(C)COC(=O)C1=CC=CC=C1O,floral;herbal;orchid;balsamic;green;woody,0,1,0,0
5406-12-2,64812,CC1=CC=C(C=C1)CCC=O,floral;lily;heliotrope;lilac,0,1,0,0
5451-88-7,79546,CCCCC(=O)OCCCC1=CC=CC=C1,floral;strawberry;fruity,0,1,0,0
69929-17-5,112185,CC1C=C(CCC1C(=O)C(C)(C)C)C,floral;herbal;grapefruit;chrysanthemum,0,1,0,0
644-13-3,69516,C1=CC=C(C=C1)C(=O)C2=CC3=CC=CC=C3C=C2,floral;naphthyl;orangeflower,0,1,0,0
2497-21-4,17244,CCC(=O)C=CC,metallic;spicy;acidic;green;ethereal;tropical;pungent,0,0,0,1
81-15-2,62329,CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)[N+](=O)[O-],dry;sweet;fatty;soapy;musk,1,0,0,0
50373-36-9,170833,C[C@@H]1CC[C@H]([C@@H](C1)O)C(=C)C,tea;floral;herbal;rose;fruity;lavender;green;geranium,0,1,0,0
107-86-8,61020,CC(=CC=O)C,sweet;cherry;nutty;fruity;brown;almond;pungent,1,0,0,1
546-79-2,62367,CC(C)C12CCC(C1C2)(C)O,spicy;herbal;eucalyptus;terpenic;cooling;green;minty,0,0,1,0
7778-87-2,229377,CCCCCCC(=O)OCCC,sweet;fermented;juicy;ripe;grape;strawberry;cognac;fruity;pineapple;winey;juicy fruit;apple;pear;green;tutti frutti,1,0,0,0
NF0652,11832049,C[C@@H]1C(=O)OCCCCCCCCCCCCO1,sweet;ambergris;animal;nitromusk;ambrette;woody;musk,1,0,0,0
32210-23-4,36081,CC(=O)OC1CCC(CC1)C(C)(C)C,cedar;floral;herbal;fruity;oily;green;woody;balsam,0,1,0,0
2035-99-6,16255,CCCCCCCC(=O)OCCC(C)C,sweet;fatty;fruity;pineapple;oily;coconut;green;soapy;waxy,1,0,0,0
25312-34-9,101696,CC1=CCCC(C1C=CC(C)O)(C)C,sweet;berry;floral;violet;powdery;woody;tropical,1,1,0,0
6033-24-5,6992611,CCCCC[C@@H](C)O,sweet;fruity;fatty;oily,1,0,0,0
637-78-5,12508,CCC(=O)OC(C)C,sweet;banana;fruity;pineapple;ethereal,1,0,0,0
8000-41-7,17100,CC1=CCC(CC1)C(C)(C)O,lime;clean;floral;herbal;fresh;woody;pine,0,1,0,0
623-19-8,61166,CCC(=O)OCC1=CC=CO1,sweet;spicy;banana;fruity;oily;coffee;green,1,0,0,0
1599-47-9,74137,CCCCCC(OC)OC,sweet;musty;green;dry,1,0,0,0
19139-31-2,5271574,CCCCCCOC(=O)/C=C/C(=O)OCCCCCC,magnolia;cortex;floral;herbal;plastic;fresh;green,0,1,0,0
57371-42-3,93649,COC1=C(C=CC(=C1)CC=C)OCC2=CC=CC=C2,spicy;warm;floral;balsamic;hay,0,1,0,0
555-10-2,11142,CC(C)C1CCC(=C)C=C1,terpenic;minty,0,0,1,0
33467-73-1,5365587,CC/C=C\CCOC=O,sweet;vegetable;sharp;melon;fruity;grassy;fresh;green;citrus;waxy,1,0,0,0
1706-12-3,74351,CC1=CC=C(C=C1)OC2=CC=CC=C2,floral;narcissus;rose,0,1,0,0
2226-05-3,94046,CC1(C2CCC(C2)C1=CCO)C,dry;sawdust;camphoreous;patchouli;woody;minty,0,0,1,0
67633-94-7,95266,CC1CC(OC(O1)CC2=CC=CC=C2)(C)C,reseda;floral;balsamic;green;bean green bean;narcissus;sweet pea;hyacinth,1,1,0,0
80748-58-9,17824126,CC1C2CCC(C2)(C1(C)C)C3(CCCCC3)O,sweet;woody;clean;sandalwood,1,0,0,0
578-58-5,33637,CC1=CC=CC=C1OC,sweet;naphthyl;floral;nutty;orchid;walnut;camphoreous;phenolic;woody;earthy,1,1,0,0
3249-68-1,238498,CCCC(=O)CC(=O)OCC,sweet;sweaty;berry;fruity;green,1,0,0,0
105-87-3,1549026,CC(=CCC/C(=C/COC(=O)C)/C)C,floral;rose;lavender;green;waxy,0,1,0,0
28296-85-7,101306697,C[C@@H]1CC[C@H]([C@]12CCC(=CC2)C)C(C)(C)O,sweet;ripe;floral;fruity;powdery,1,1,0,0
5421-00-1,95395,C1CC(OC1)COC(=O)CC2=CC=CC=C2,floral;honey;sweet;chocolate,1,1,0,0
350-03-8,9589,CC(=O)C1=CN=CC=C1,sweet;dry;nutty;phenolic;hawthorn;woody;popcorn,1,0,0,0
105-91-9,5365982,CCC(=O)OC/C=C(/C)\CCC=C(C)C,sweet;berry;floral;fruity;jammy;powdery;green;tutti frutti,1,1,0,0
2344-70-9,61302,CC(CCC1=CC=CC=C1)O,sweet;foliage;floral;mimosa;peony;heliotrope,1,1,0,0
93939-86-7,6441164,C/C=C\1/CC2CC1C3C2OCCC3,rhubarb;costus;berry;floral;herbal;rooty;fruity;woody,0,1,0,0
22414-70-6,90773,CC(CC(C)(C)C)C(=C)C=O,camphoreous;minty,0,0,1,0
13419-69-7,5282707,CCC/C=C/C(=O)O,sweet;herbal;fruity;warm,1,0,0,0
120-92-3,8452,C1CCC(=O)C1,minty,0,0,1,0
233665-90-2,53422473,CCCCCCOC(C)OCCC(C)C,sweet;apple;fruity,1,0,0,0
4361-23-3,107272,CC1CCCC(C1CCC(C)O)(C)C,floral;woody;violet;leathery,0,1,0,0
3460-44-4,570574,CCCC(=O)OC(C)C1=CC=CC=C1,sweet;juicy;earthy;bubble gum;berry;fruit overripe fruit;floral;pulpy;fruity;juicy fruit;jasmin;tropical,1,1,0,0
3782-00-1,2734646,CC1=C(OC2=CC=CC=C12)C,resinous;bacon;meaty;smoky;licorice black licorice;tobacco;phenolic;chemical;pungent;leathery,0,0,0,1
10297-72-0,5368950,CCCOC(=O)/C=C/C=C/C,sweet;fruity,1,0,0,0
774-64-1,6433214,CCCC/C=C/1\C(=C(C(=O)O1)C)C,herbal;minty;spicy,0,0,1,0
502-61-4,5281516,CC(=CCC/C(=C/C/C=C(\C)/C=C)/C)C,vegetable;floral;herbal;lavender;neroli;green;bergamot;woody;myrrh;citrus,0,1,0,0
38462-22-5,61982,CC1CCC(C(=O)C1)C(C)(C)S,sulfurous;berry;buchu;fruity;tropical;raspberry;green;minty;peach,0,0,1,0
31147-36-1,6442050,CC(=CCC/C(=C/COC/C=C(/C)\CCC=C(C)C)/C)C,floral;clean;balsamic,0,1,0,0
60763-41-9,108505,CCCCCC(=CC1=CC=CC=C1)C(OCC)OCC,aldehydic;floral;fruity;green;ethereal;jasmin,0,1,0,0
NF0803,46195361,CCC1OCCC(S1)C,vegetable;floral;fruity;apricot;green;tropical;papaya;waxy,0,1,0,0
100-53-8,7509,C1=CC=C(C=C1)CS,sulfurous;garlic;horseradish;alliaceous;coffee;onion;minty;sharp,0,0,1,0
50746-09-3,6420388,CC(=O)OCCC(C)(C)S,sweet;fruity;sulfurous,1,0,0,0
7779-50-2,3591866,C1CCCCC=CCCCCC(=O)OCCCC1,sweet;berry;fruity;amber;soapy;musk,1,0,0,0
120-50-3,61048,CC(C)COC(=O)C1=CC=CC=C1,sweet;musty;fruity;powdery;balsam,1,0,0,0
75-85-4,6405,CCC(C)(C)O,pungent,0,0,0,1
87-41-2,6885,C1C2=CC=CC=C2C(=O)O1,sweet;coconut;powdery;phenolic;coumarinic;lactonic;tonka,1,0,0,0
14481-52-8,61746,CC1=CCC(CC1)C(C)(C)OC(=O)C2=CC=CC=C2N,floral;fruity;neroli;lily;orangeflower,0,1,0,0
50623-57-9,39742,CCCCCCCCC(=O)OCCCC,floral;orange;apricot;rose,0,1,0,0
542-46-1,5315941,C1CCC/C=C\CCCCCCCC(=O)CCC1,dry;sweet;animal;clean;musk,1,0,0,0
35472-56-1,101365,CCOC(=O)C1=CC=CC=C1NC,sweet;mandarin;fruity;petitgrain,1,0,0,0
NF0631,21554593,CC1C2=CN=C(N=C2C(O1)C)C,sweet;cereal,1,0,0,0
123-08-0,126,C1=CC(=CC=C1C=O)O,sweet;vanilla;metallic;honey;nutty;balsamic;brown;almond;woody,1,0,0,0
67801-33-6,106823,CCCCCCC(CO)C(=O)C,sweet;herbal;weedy;fresh;green;earthy,1,0,0,0
7779-65-9,62660,CC(C)CCOC(=O)C=CC1=CC=CC=C1,sweet;musty;berry;floral;cocoa;orchid;fruity;amber;powdery;carnation;balsamic,1,1,0,0
123-72-8,261,CCCC=O,malty;musty;cocoa;bready;green;pungent;chocolate,0,0,0,1
107-18-6,7858,C=CCO,mustard;pungent;alliaceous,0,0,0,1
577-16-2,11340,CC1=CC=CC=C1C(=O)C,sweet;floral;honey;nutty;burnt;powdery;anisic;phenolic;coumarinic;hawthorn,1,1,0,0
60335-71-9,108443,CC1=CCOC(C1)C2=CC=CC=C2,metallic;floral;rose;green;geranium,0,1,0,0
2021-28-5,16237,CCOC(=O)CCC1=CC=CC=C1,rummy;floral;honey;rose;fruity;hyacinth,0,1,0,0
103-26-4,7644,COC(=O)C=CC1=CC=CC=C1,sweet;strawberry;cinnamyl;balsamic;cherry,1,0,0,0
68683-20-5,111516,CC(C)C1=CCC(=CC1)CCOC=O,sweet;floral;herbal;fruity;minty,1,1,1,0
2721-22-4,520296,CCCCCCCCCC1CCCC(=O)O1,sweet;fatty;oily;creamy;milky;dairy;cheesy;buttery;waxy,1,0,0,0
35087-49-1,9837013,C/C=C/C(=O)C1C(=C)CCCC1(C)C,apple cooked apple;thujonic;plum;floral;rose;fruity;tobacco;green,0,1,0,0
6790-58-5,10857465,C[C@]12CCCC([C@@H]1CC[C@@]3([C@@H]2CCO3)C)(C)C,sweet;dry;ambergris;tea;cedar;seedy;amber;labdanum;green;woody;pine,1,0,0,0
552-02-3,94174,C[C@@H]1CC[C@H]2[C@@H]1C3[C@H](C3(C)C)CC[C@]2(C)O,sweet;minty;herbal;fruity;green;tropical,1,0,1,0
58605-97-3,94132,CC(C)CC(=CCCC(=CC=O)C)C,floral;aldehydic;fruity;waxy,0,1,0,0
15352-77-9,27208,CC1=CCC(CC1)(C(C)CCC=C(C)C)O,sweet;floral;herbal;tart;fresh;lemon;citrus,1,1,0,0
4906-24-5,521246,CC(C(=O)C)OC(=O)C,sweet;buttery;estery;banana;fruity;pineapple;apple;creamy;chemical;pungent;ketonic,1,0,0,1
23267-57-4,90899,CC(=O)C=CC12C(CCCC1(O2)C)(C)C,sweet;berry;fruity;violet;powdery;woody;orris,1,0,0,0
139-70-8,8767,CC(CCC=C(C)C)CCOC(=O)CC1=CC=CC=C1,sweet;floral;honey;rose;herbal;fresh;waxy,1,1,0,0
16939-73-4,5363203,CCCC/C=C/COC(=O)C,sweet;fruity;pineapple;kiwi;tropical;waxy,1,0,0,0
125037-13-0,442368,CC(=CCCC(=CCC=C(C)C=C)C)C,vegetable;floral;herbal;lavender;neroli;green;bergamot;woody;myrrh;citrus,0,1,0,0
10032-00-5,5956805,CC(=CCC/C(=C/COC(=O)CC(=O)C)/C)C,sweet;fermented;fruity;winey;apple skin,1,0,0,0
24415-26-7,181106,CCCCCCC(=O)C=C,pungent;mushroom,0,0,0,1
10138-63-3,82397,C1=CC=C(C=C1)CCOC(=O)CCO,floral;sweet;rose,1,1,0,0
40853-56-3,6434276,CC(C)C/C=C(\COC(=O)C)/C(C)C,herbal;minty;fresh;woody,0,0,1,0
34902-57-3,12410118,C1CCCCCCOC(=O)/C=C/CCCCC1,sweet;musk;waxy,1,0,0,0
81783-01-9,6432934,CC(C)/C(=N/O)/C(C)(C)C/C=C(\C)/C=C,currant bud black currant bud;floral;herbal;rose;green;grapefruit;sage,0,1,0,0
14049-11-7,26396,CC1(C(CCC(O1)(C)C=C)O)C,floral;honey,0,1,0,0
4192-77-2,637758,CCOC(=O)/C=C/C1=CC=CC=C1,floral;honey;balsamic,0,1,0,0
18436-37-8,86736,CCCCCCC1CCOC1=O,sweet;floral;fruity;coconut;grassy;green,1,1,0,0
3016-19-1,5368821,C/C=C(\C)/C=C/C=C(C)C,sweet;terpenic;floral;fresh,1,1,0,0
539-90-2,10885,CCCC(=O)OCC(C)C,sweet;rummy;bubble gum;berry;fruit overripe fruit;ripe;fruity;pineapple;apple;candy;cherry;tutti frutti,1,0,0,0
59471-80-6,10362,CC1CCC(CC1=O)C(C)C,herbal;minty;spearmint,0,0,1,0
1189-09-9,5365910,CC(=CCC/C(=C/C(=O)OC)/C)C,floral;fruity;green;waxy,0,1,0,0
55764-22-2,108764,CC1=CC(=C(O1)C)SC(=O)C,floral;tropical;fruity,0,1,0,0
317807-28-6,18433856,CC(CCC#N)C1CCCC1,floral;hesperidic;cumin;green,0,1,0,0
7785-70-8,82227,CC1=CC[C@@H]2C[C@H]1C2(C)C,herbal;terpenic;minty;aromatic,0,0,1,0
1604-28-0,27971,CC(=CC=CC(=O)C)C,sweet;spicy;cinnamon;weedy;herbal;coconut;cooling;green;woody,1,0,0,0
107-87-9,7895,CCCC(=O)C,sweet;fermented;banana;fruity;winey;ethereal;woody,1,0,0,0
4748-78-1,20861,CCC1=CC=C(C=C1)C=O,sweet;anise;almond bitter almond;fruity;cherry,1,0,0,0
3681-71-8,5363388,CC/C=C\CCOC(=O)C,sweet;banana;melon;fruity;grassy;apple;pear;fresh;green,1,0,0,0
64549-15-1,22150013,CCCC(=O)C(CC)SC,vegetable;herbal;basil;green;minty,0,0,1,0
2206-94-2,75153,CC(=O)OC(=C)C1=CC=CC=C1,floral;animal;fecal;phenolic,0,1,0,0
2445-67-2,102820,CCC(C)C(=O)OCC(C)C,sweet;fruity,1,0,0,0
825-51-4SSS,11862776,C1CC[C@H]2C[C@H](CC[C@@H]2C1)O,clean;floral;rose;muguet;minty,0,1,1,0
198404-98-7,10561017,C[C@]1(C[C@@H]1C[C@@H]2C[C@H]3C[C@]3(C2(C)C)C)CO,cologne;fatty;floral;herbal;sandalwood;woody;tropical,0,1,0,0
93952-58-0,175572,CC(C)OC(=O)CC1=CCCCC1,sweet;rose;honey;licorice;waxy,1,0,0,0
10031-92-2,61451,CCCCCCC#CC(=O)OCC,floral;cucumber;violet leaf;green,0,1,0,0
10522-32-4,6436374,CC(=CCC/C(=C\COC(=O)CC1=CC=CC=C1)/C)C,floral;honey;honeysuckle;rose,0,1,0,0
6725-64-0,138818,C(S)S,pungent,0,0,0,1
629-33-4,61177,CCCCCCOC=O,sweet;plum;banana;fruity;apple,1,0,0,0
NF0128,11658402,CCCC1(CCC(O1)C)C(C)(C)C,sweet;natural;eucalyptus;fruity;green;minty;currant black currant;pine,1,0,1,0
42436-07-7,5367698,CC/C=C\CCOC(=O)CC1=CC=CC=C1,vegetable;rose;honey;floral;melon;tropical;kiwi;beany;green;sweet pea;waxy,1,1,0,0
496-77-5,219794,CCCC(C(=O)CCC)O,sweet;nutty;pungent;buttery,1,0,0,1
999-40-6,5352162,CCCC(=O)OC/C=C(/C)\CCC=C(C)C,sweet;fatty;leafy;oily;orange;green;waxy,1,0,0,0
11031-45-1,6435840,C/C=C/C=C/C=C/C=C/CCCCCCO,sweet;woody;sandalwood,1,0,0,0
5703-24-2,151276,COC1=C(C=CC(=C1)CC=O)O,floral;vanilla,0,1,0,0
502-69-2,10408,CC(C)CCCC(C)CCCC(C)CCCC(=O)C,floral;herbal;oily;jasmin;celery;woody,0,1,0,0
98841-69-1,53437836,CCCCCCCCCOC(=O)CCCCCC,floral;herbal;cognac;rose;orange,0,1,0,0
7786-67-6,24585,CC1CCC(C(C1)O)C(=C)C,medicinal;eucalyptus;herbal;grassy;cooling;green;woody;minty,0,0,1,0
21129-27-1,89437,CC(C)C1CCC(CC1)(C)O,sweet;lime;herbal;terpenic;woody;pine,1,0,0,0
109-95-5,8026,CCON=O,sweet;rummy;fruity;ethereal,1,0,0,0
1225070-56-3,12991964,CCCCCCCC1CC1C(=O)O,floral;herbal;spicy;citrus,0,1,0,0
1634-04-4,15413,CC(C)(C)OC,minty,0,0,1,0
76426-35-2,11196546,COC1=C(C=C(C=C1)C2CCC3=C(O2)C=C(C=C3)O)O,sweet,1,0,0,0
7756-96-9,24433,CCCCOC(=O)C1=CC=CC=C1N,sweet;petitgrain;plum;berry;grape;floral;fruity;winey;powdery,1,1,0,0
7492-65-1,522567,C1=CC=C(C=C1)CC(=O)OCC=CC2=CC=CC=C2,floral;spicy;tolu balsam;chrysanthemum,0,1,0,0
7306-12-9,81739,CC(=O)OCCC(=C)C1=CC=CC=C1,sweet;floral;anisic;balsamic;hawthorn;acacia,1,1,0,0
1730-91-2,448893,CC[C@H](C)C(=O)O,sweet;fruity,1,0,0,0
NF0560,22150014,CCCC(=O)C(CC)SC(C(C)C)C(=O)CC(C)C,floral;woody;grapefruit,0,1,0,0
5405-58-3,21503,CCCCCCOC(C)OCCCCCC,sweet;herbal;fruity;green;ethereal;waxy,1,0,0,0
156472-94-5,9833996,CCOC(=O)CC(C)S,roasted;sweet;sulfurous;sour,1,0,0,0
107797-27-3,7057904,CCCCCC[C@H]1CCC(=O)O1,sweet;fatty;soft;fruity;coconut,1,0,0,0
6175-49-1,22556,CCCCCCCCCCC(=O)C,floral;fruity;orange;citrus,0,1,0,0
59285-67-5,6566010,CCCCC[C@H]1CCCC(=O)O1,sweet;fatty;fruity;peach;buttery,1,0,0,0
10031-90-0,61450,CCOC(=O)CCC1=CC=CO1,sweet;rummy;cooked;ripe;horseradish;fruity;pineapple;jammy;balsamic;acrylate,1,0,0,0
54082-68-7,6538156,CC(CC/C=C(\C)/CCC=C(C)C)C=O,aldehydic;floral;muguet;green;watery;hyacinth;waxy,0,1,0,0
NF0144,16081706,CC1=C(C(=O)C(CC1)(C)CC=C(C)C)C,herbal;aldehydic;fruity;minty,0,0,1,0
18679-18-0,5352428,CCCCC/C=C\CC1CCC(=O)O1,sweet;fatty;fruity;creamy;lactonic;dairy;waxy,1,0,0,0
2345-24-6,5365991,CC(C)C(=O)OC/C=C(/C)\CCC=C(C)C,sweet;floral;strawberry;melon;fruity;pear;fresh;raspberry;green;tutti frutti;citrus,1,1,0,0
72214-23-4,6112709,C/C(=C\CCC(C)(C)OC(=O)C)/C=C,cologne;floral;fruity;lavender;bergamot;citrus,0,1,0,0
515-69-5,1549992,CC1=CC[C@@H](CC1)[C@@](C)(CCC=C(C)C)O,floral;peppery;clean;balsamic,0,1,0,0
7492-66-2,24113,CCOC(C=C(C)CCC=C(C)C)OCC,sweet;floral;fresh;green;lemon peel;citrus;waxy,1,1,0,0
